   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time, bubble_sort_cmp, bubble_sort_swaps, bubble_sort_time, heap_sort_cmp, heap_sort_swaps, heap_sort_time
 495,           731,             238,           1004,      2290,           0,        999,          122265,                 0,            34999,          7647,               0,           3999
 496,           732,             238,              0,      2308,           0,       1000,          122760,                 0,            34999,          7663,               0,           3983
 497,           733,             238,           1011,      2311,           0,       1000,          123256,                 0,            35005,          7684,               0,           3999
 498,           734,             238,              0,      2320,           0,        982,          123753,                 0,            35017,          7702,               0,           3987
 499,           736,             239,              0,      2324,           0,       1008,          124251,                 0,            36004,          7719,               0,           3992
 500,           739,             241,              0,      2323,           0,        999,          124750,                 0,            34613,          7737,               0,           3994
 501,           742,             243,              0,      2326,           0,        988,          125250,                 0,            36049,          7757,               0,           3559
 502,           743,             243,              0,      2350,           0,       1000,          125751,                 0,            35000,          7769,               0,           3999
 503,           744,             243,           1000,      2349,           0,        985,          126253,                 0,            36057,          7788,               0,           3999
 504,           745,             243,              0,      2356,           0,       1999,          126756,                 0,            35573,          7804,               0,           3995
 505,           746,             243,              0,      2357,           0,       1988,          127260,                 0,            35814,          7826,               0,           3999
 506,           748,             244,           1000,      2381,           0,        999,          127765,                 0,            35554,          7841,               0,           3992
 507,           751,             246,              0,      2379,           0,        995,          128271,                 0,            36457,          7861,               0,           3999
 508,           752,             246,           1000,      2381,           0,        999,          128778,                 0,            37000,          7879,               0,           3984
 509,           753,             246,              0,      2387,           0,       1008,          129286,                 0,            35996,          7896,               0,           3999
 510,           754,             246,            995,      2411,           0,       1004,          129795,                 0,            37982,          7917,               0,           4013
 511,           755,             246,            986,      2408,           0,       1013,          130305,                 0,            37973,          7933,               0,           4002
 512,           756,             246,              0,      2411,           0,        998,          130816,                 0,            39001,          7958,               0,           3999
 513,           758,             247,              0,      2412,           0,        996,          131328,                 0,            38000,          7974,               0,           3998
 514,           760,             248,              0,      2412,           0,       1999,          131841,                 0,            37000,          7992,               0,           4000
 515,           764,             251,              0,      2427,           0,       1000,          132355,                 0,            36999,          8014,               0,           3999
 516,           765,             251,              0,      2432,           0,       1000,          132870,                 0,            37998,          8031,               0,           4001
 517,           766,             251,            999,      2438,           0,       1002,          133386,                 0,            38512,          8057,               0,           4000
 518,           767,             251,              0,      2426,           0,       1007,          133903,                 0,            39006,          8070,               0,           3999
 519,           770,             253,              0,      2446,           0,        999,          134421,                 0,            38252,          8098,               0,           3747
 520,           771,             253,              0,      2437,           0,       1000,          134940,                 0,            38999,          8112,               0,           4000
 521,           772,             253,           1248,      2442,           0,        744,          135460,                 0,            39007,          8129,               0,           3999
 522,           773,             253,            999,      2439,           0,       1000,          135981,                 0,            38990,          8150,               0,           4009
 523,           775,             254,              0,      2448,           0,        999,          136503,                 0,            38595,          8178,               0,           4003
 524,           778,             256,              0,      2465,           0,        999,          137026,                 0,            38177,          8191,               0,           4000
 525,           782,             259,              0,      2472,           0,       1999,          137550,                 0,            39000,          8212,               0,           4000
 526,           783,             259,           1000,      2463,           0,        999,          138075,                 0,            39582,          8231,               0,           4013
 527,           784,             259,            999,      2460,           0,        999,          138601,                 0,            40019,          8253,               0,           4531
 528,           785,             259,           1021,      2474,           0,       1011,          139128,                 0,            39144,          8276,               0,           3999
 529,           786,             259,              0,      2479,           0,       1000,          139656,                 0,            40017,          8294,               0,           3999
 530,           788,             260,            999,      2473,           0,       1000,          140185,                 0,            40542,          8316,               0,           4000
 531,           789,             260,            999,      2476,           0,       1000,          140715,                 0,            39999,          8332,               0,           4000
 532,           790,             260,              0,      2492,           0,        999,          141246,                 0,            39999,          8348,               0,           3999
 533,           791,             260,              0,      2496,           0,       1002,          141778,                 0,            40012,          8369,               0,           4000
 534,           792,             260,              0,      2490,           0,       1000,          142311,                 0,            39999,          8386,               0,           3999
 535,           793,             260,              0,      2509,           0,        999,          142845,                 0,            40941,          8407,               0,           4000
 536,           795,             261,              0,      2504,           0,       2000,          143380,                 0,            40984,          8424,               0,           4015
 537,           798,             263,           1000,      2511,           0,        999,          143916,                 0,            41990,          8445,               0,           4004
 538,           799,             263,           1000,      2516,           0,        999,          144453,                 0,            41031,          8465,               0,           3987
 539,           800,             263,              0,      2521,           0,       1000,          144991,                 0,            41548,          8483,               0,           3999
 540,           801,             263,              0,      2515,           0,       2012,          145530,                 0,            41004,          8501,               0,           3997
 541,           802,             263,            987,      2524,           0,        997,          146070,                 0,            42017,          8525,               0,           4000
 542,           803,             263,            999,      2533,           0,        989,          146611,                 0,            42010,          8549,               0,           4000
 543,           804,             263,              0,      2547,           0,        999,          147153,                 0,            40999,          8558,               0,           3999
 544,           805,             263,            999,      2540,           0,       1000,          147696,                 0,            42037,          8578,               0,           3000
 545,           806,             263,              0,      2541,           0,       1039,          148240,                 0,            42054,          8602,               0,           4559
 546,           807,             263,           1017,      2550,           0,       1000,          148785,                 0,            41999,          8616,               0,           3981
 547,           809,             264,           1013,      2564,           0,       1004,          149331,                 0,            42723,          8642,               0,           5004
 548,           812,             266,              0,      2553,           0,       1000,          149878,                 0,            42559,          8662,               0,           4004
 549,           816,             269,           1000,      2562,           0,        999,          150426,                 0,            43639,          8684,               0,           4004
 550,           821,             273,            999,      2578,           0,        999,          150975,                 0,            43544,          8703,               0,           5017
 551,           822,             273,              0,      2580,           0,       2000,          151525,                 0,            43995,          8716,               0,           4000
 552,           823,             273,              0,      2566,           0,        982,          152076,                 0,            44017,          8734,               0,           4999
 553,           824,             273,              0,      2570,           0,        999,          152628,                 0,            43982,          8759,               0,           5017
 554,           825,             273,              0,      2579,           0,       2000,          153181,                 0,            44762,          8782,               0,           3999
 555,           827,             274,           1000,      2583,           0,       1000,          153735,                 0,            45972,          8802,               0,           4004
 556,           828,             274,              0,      2595,           0,       2011,          154290,                 0,            43990,          8817,               0,           4016
 557,           829,             274,            989,      2598,           0,       1019,          154846,                 0,            45004,          8843,               0,           3983
 558,           833,             277,            998,      2611,           0,       1013,          155403,                 0,            44041,          8861,               0,           4982
 559,           834,             277,              0,      2612,           0,        971,          155961,                 0,            43638,          8877,               0,           5949
 560,           835,             277,           1038,      2622,           0,        999,          156520,                 0,            44999,          8899,               0,           5000
 561,           836,             277,            999,      2622,           0,        999,          157080,                 0,            45000,          8918,               0,           4999
 562,           837,             277,              0,      2620,           0,        999,          157641,                 0,            45313,          8937,               0,           4013
 563,           838,             277,              0,      2623,           0,       1013,          158203,                 0,            46000,          8950,               0,           3999
 564,           839,             277,           1000,      2633,           0,        999,          158766,                 0,            46595,          8970,               0,           4984
 565,           840,             277,            998,      2643,           0,       1015,          159330,                 0,            45593,          8994,               0,           4999
 566,           841,             277,           1000,      2641,           0,        999,          159895,                 0,            45992,          9012,               0,           4027
 567,           842,             277,              0,      2645,           0,       1000,          160461,                 0,            45293,          9035,               0,           3999
 568,           843,             277,            999,      2644,           0,       1000,          161028,                 0,            45695,          9052,               0,           3982
 569,           845,             278,           1017,      2650,           0,       1000,          161596,                 0,            45998,          9075,               0,           5017
 570,           846,             278,              0,      2667,           0,        974,          162165,                 0,            46554,          9093,               0,           4982
 571,           847,             278,              0,      2676,           0,       1000,          162735,                 0,            46017,          9116,               0,           4999
 572,           848,             278,              0,      2678,           0,       1017,          163306,                 0,            45982,          9129,               0,           5017
 573,           849,             278,           1000,      2690,           0,        999,          163878,                 0,            47000,          9152,               0,           4999
 574,           850,             278,              0,      2688,           0,        999,          164451,                 0,            48000,          9173,               0,           3976
 575,           851,             278,              0,      2693,           0,        998,          165025,                 0,            46019,          9190,               0,           3999
 576,           853,             279,              0,      2702,           0,        999,          165600,                 0,            46985,          9197,               0,           5014
 577,           855,             280,              0,      2705,           0,       1999,          166176,                 0,            47036,          9224,               0,           4534
 578,           858,             282,              0,      2706,           0,       1999,          166753,                 0,            47968,          9247,               0,           4982
 579,           859,             282,              0,      2714,           0,       1999,          167331,                 0,            48000,          9264,               0,           5017
 580,           860,             282,              0,      2730,           0,       1999,          167910,                 0,            47982,          9279,               0,           5017
 581,           861,             282,            999,      2732,           0,        999,          168490,                 0,            48000,          9298,               0,           3997
 582,           863,             283,              0,      2720,           0,       1999,          169071,                 0,            48036,          9317,               0,           5013
 583,           864,             283,            986,      2723,           0,       1017,          169653,                 0,            47614,          9341,               0,           4576
 584,           865,             283,              0,      2726,           0,        999,          170236,                 0,            49000,          9363,               0,           4981
 585,           866,             283,              0,      2729,           0,       1017,          170820,                 0,            48908,          9380,               0,           5013
 586,           869,             285,              0,      2730,           0,       2000,          171405,                 0,            48584,          9400,               0,           5000
 587,           870,             285,            999,      2747,           0,       1554,          171991,                 0,            49233,          9419,               0,           5053
 588,           871,             285,           1000,      2757,           0,        995,          172578,                 0,            49529,          9439,               0,           4999
 589,           872,             285,              0,      2762,           0,       1982,          173166,                 0,            50014,          9458,               0,           4985
 590,           875,             287,              0,      2761,           0,       1013,          173755,                 0,            48986,          9479,               0,           4000
 591,           876,             287,              0,      2771,           0,       1999,          174345,                 0,            50000,          9494,               0,           4999
 592,           877,             287,              0,      2774,           0,       2000,          174936,                 0,            50987,          9519,               0,           4991
 593,           878,             287,              0,      2775,           0,       1008,          175528,                 0,            54013,          9535,               0,           4986
 594,           880,             288,            999,      2784,           0,        999,          176121,                 0,            49999,          9560,               0,           5000
 595,           882,             289,              0,      2792,           0,        999,          176715,                 0,            50566,          9576,               0,           4981
 596,           883,             289,           1006,      2793,           0,        998,          177310,                 0,            51013,          9590,               0,           4999
 597,           884,             289,           1012,      2808,           0,       2000,          177906,                 0,            50004,          9613,               0,           4982
 598,           885,             289,              0,      2805,           0,       1000,          178503,                 0,            50992,          9632,               0,           5007
 599,           886,             289,           1017,      2818,           0,       1000,          179101,                 0,            50968,          9658,               0,           4999
 600,           887,             289,           1001,      2819,           0,        999,          179700,                 0,            52511,          9671,               0,           5003
 601,           888,             289,              0,      2822,           0,       1994,          180300,                 0,            53506,          9692,               0,           4999
 602,           890,             290,           1000,      2816,           0,       1000,          180901,                 0,            52509,          9712,               0,           4999
 603,           892,             291,           1001,      2827,           0,        998,          181503,                 0,            53025,          9740,               0,           4999
 604,           896,             294,              0,      2845,           0,       1172,          182106,                 0,            57073,          9758,               0,           5001
 605,           897,             294,            989,      2850,           0,       1007,          182710,                 0,            53479,          9779,               0,           4998
 606,           898,             294,           1001,      2846,           0,       1998,          183315,                 0,            52000,          9794,               0,           4999
 607,           899,             294,              0,      2844,           0,        997,          183921,                 0,            52999,          9817,               0,           4999
 608,           900,             294,              0,      2863,           0,       1998,          184528,                 0,            53004,          9834,               0,           4999
 609,           902,             295,           1001,      2866,           0,        995,          185136,                 0,            52999,          9849,               0,           5002
 610,           903,             295,           1001,      2857,           0,        996,          185745,                 0,            53585,          9872,               0,           4999
 611,           904,             295,           1000,      2861,           0,       1000,          186355,                 0,            53061,          9883,               0,           5017
 612,           906,             296,              0,      2883,           0,        999,          186966,                 0,            53572,          9907,               0,           4981
 613,           907,             296,              0,      2885,           0,       1983,          187578,                 0,            54017,          9929,               0,           4982
 614,           908,             296,              0,      2885,           0,       2033,          188191,                 0,            54986,          9948,               0,           5013
 615,           909,             296,            999,      2884,           0,        999,          188805,                 0,            55331,          9976,               0,           4981
 616,           910,             296,           1018,      2905,           0,        999,          189420,                 0,            53615,          9989,               0,           5970
 617,           912,             297,           1005,      2904,           0,        999,          190036,                 0,            54478,         10004,               0,           5002
 618,           913,             297,            998,      2905,           0,       1000,          190653,                 0,            54521,         10022,               0,           4999
 619,           914,             297,           1006,      2910,           0,       1994,          191271,                 0,            54517,         10046,               0,           5008
 620,           915,             297,           1001,      2930,           0,       2000,          191890,                 0,            54366,         10064,               0,           5000
 621,           917,             298,              0,      2931,           0,       1998,          192510,                 0,            55520,         10089,               0,           4999
 622,           918,             298,           1001,      2930,           0,       2008,          193131,                 0,            58558,         10107,               0,           5973
 623,           919,             298,              0,      2942,           0,       1995,          193753,                 0,            56999,         10132,               0,           5000
 624,           921,             299,              0,      2961,           0,       1997,          194376,                 0,            56001,         10150,               0,           4999
 625,           922,             299,           1001,      2966,           0,       1000,          195000,                 0,            58559,         10168,               0,           5000
 626,           925,             301,           1000,      2979,           0,       1000,          195625,                 0,            56995,         10191,               0,           5002
 627,           929,             304,            999,      2967,           0,       1999,          196251,                 0,            55578,         10212,               0,           5017
 628,           930,             304,           1000,      2968,           0,       1000,          196878,                 0,            55999,         10229,               0,           4981
 629,           931,             304,            999,      2971,           0,       1018,          197506,                 0,            57000,         10244,               0,           5981
 630,           933,             305,              0,      2998,           0,        998,          198135,                 0,            57026,         10269,               0,           5983
 631,           934,             305,              0,      3003,           0,       1013,          198765,                 0,            57986,         10292,               0,           5068
 632,           936,             306,            516,      2986,           0,       1552,          199396,                 0,            59945,         10307,               0,           6998
 633,           937,             306,              0,      3000,           0,        996,          200028,                 0,            58029,         10327,               0,           4977
 634,           938,             306,              0,      3005,           0,       2033,          200661,                 0,            58490,         10349,               0,           5001
 635,           940,             307,              0,      3009,           0,       1504,          201295,                 0,            58256,         10370,               0,           5999
 636,           941,             307,              0,      3023,           0,       1986,          201930,                 0,            57571,         10381,               0,           4982
 637,           945,             310,              0,      3025,           0,        998,          202566,                 0,            58999,         10401,               0,           6986
 638,           948,             312,              0,      3043,           0,       1999,          203203,                 0,            57999,         10425,               0,           4540
 639,           949,             312,              0,      3044,           0,       2013,          203841,                 0,            58922,         10441,               0,           4979
 640,           950,             312,              0,      3066,           0,       1991,          204480,                 0,            63006,         10455,               0,           5013
 641,           951,             312,           1001,      3068,           0,        998,          205120,                 0,            60000,         10487,               0,           4999
 642,           953,             313,              0,      3074,           0,       2013,          205761,                 0,            58600,         10504,               0,           4999
 643,           954,             313,              0,      3071,           0,       1999,          206403,                 0,            59999,         10520,               0,           5000
 644,           955,             313,            999,      3064,           0,       1999,          207046,                 0,            58979,         10536,               0,           5013
 645,           956,             313,            999,      3064,           0,        999,          207690,                 0,            60017,         10564,               0,           5004
 646,           958,             314,              0,      3076,           0,       1016,          208335,                 0,            61042,         10585,               0,           5564
 647,           959,             314,              0,      3088,           0,        998,          208981,                 0,            60044,         10608,               0,           4981
 648,           962,             316,           1019,      3078,           0,        998,          209628,                 0,            60991,         10627,               0,           6550
 649,           967,             320,              0,      3089,           0,        999,          210276,                 0,            60620,         10648,               0,           5013
 650,           968,             320,              0,      3093,           0,       1999,          210925,                 0,            62487,         10663,               0,           4998
 651,           969,             320,           1000,      3094,           0,        999,          211575,                 0,            60710,         10684,               0,           4998
 652,           971,             321,           1004,      3109,           0,       1000,          212226,                 0,            61995,         10703,               0,           5001
 653,           972,             321,              0,      3110,           0,       1998,          212878,                 0,            63014,         10720,               0,           4988
 654,           973,             321,              0,      3115,           0,       2000,          213531,                 0,            62999,         10736,               0,           4997
 655,           975,             322,              0,      3116,           0,       2000,          214185,                 0,            61999,         10757,               0,           4999
 656,           976,             322,              0,      3133,           0,        993,          214840,                 0,            64997,         10778,               0,           5005
 657,           977,             322,           1002,      3135,           0,        999,          215496,                 0,            61508,         10789,               0,           7999
 658,           979,             323,           1004,      3137,           0,        997,          216153,                 0,            62026,         10810,               0,           5000
 659,           980,             323,              0,      3140,           0,       1000,          216811,                 0,            66751,         10835,               0,           6023
 660,           984,             326,            993,      3153,           0,       1996,          217470,                 0,            63003,         10858,               0,           4998
 661,           986,             327,           1005,      3157,           0,       1499,          218130,                 0,            64525,         10876,               0,           5002
 662,           987,             327,              0,      3144,           0,       1994,          218791,                 0,            63043,         10886,               0,           5555
 663,           988,             327,              0,      3155,           0,       1999,          219453,                 0,            64082,         10916,               0,           6000
 664,           989,             327,              0,      3167,           0,       1999,          220116,                 0,            63602,         10937,               0,           5573
 665,           990,             327,              0,      3170,           0,       1999,          220780,                 0,            63567,         10954,               0,           5999
 666,           991,             327,           1000,      3176,           0,        999,          221445,                 0,            64000,         10971,               0,           4999
 667,           992,             327,           1000,      3189,           0,        999,          222111,                 0,            64000,         10990,               0,           5000
 668,           994,             328,              0,      3186,           0,       2007,          222778,                 0,            64992,         11005,               0,           6020
 669,           995,             328,              0,      3188,           0,       1000,          223446,                 0,            65000,         11032,               0,           4999
 670,           996,             328,              0,      3203,           0,       2001,          224115,                 0,            65098,         11048,               0,           5489
 671,           997,             328,            999,      3199,           0,       2012,          224785,                 0,            66012,         11070,               0,           6000
 672,           999,             329,              0,      3199,           0,       2000,          225456,                 0,            65000,         11092,               0,           6000
 673,          1003,             332,              0,      3205,           0,       1006,          226128,                 0,            66012,         11111,               0,           5999
 674,          1004,             332,            981,      3212,           0,       1991,          226801,                 0,            70115,         11126,               0,           5993
 675,          1005,             332,           1002,      3211,           0,       1002,          227475,                 0,            67509,         11149,               0,           6000
 676,          1006,             332,              0,      3232,           0,       1000,          228150,                 0,            67522,         11166,               0,           4994
 677,          1007,             332,            999,      3240,           0,       1008,          228826,                 0,            67192,         11186,               0,           5981
 678,          1008,             332,           1003,      3246,           0,       1012,          229503,                 0,            67596,         11208,               0,           5999
 679,          1009,             332,              0,      3251,           0,       2018,          230181,                 0,            66999,         11229,               0,           5987
 680,          1011,             333,            992,      3244,           0,       1016,          230860,                 0,            68017,         11239,               0,           6000
 681,          1012,             333,              0,      3250,           0,        999,          231540,                 0,            67842,         11257,               0,           4981
 682,          1013,             333,              0,      3260,           0,       2000,          232221,                 0,            67999,         11291,               0,           4999
 683,          1014,             333,              0,      3264,           0,       1999,          232903,                 0,            67980,         11309,               0,           5035
 684,          1015,             333,           1000,      3251,           0,       1999,          233586,                 0,            70368,         11327,               0,           5999
 685,          1016,             333,              0,      3255,           0,        999,          234270,                 0,            67999,         11353,               0,           4998
 686,          1018,             334,              0,      3273,           0,       1999,          234955,                 0,            67999,         11365,               0,           6002
 687,          1021,             336,           1026,      3295,           0,       1009,          235641,                 0,            68485,         11385,               0,           5002
 688,          1023,             337,              0,      3293,           0,       1999,          236328,                 0,            69489,         11406,               0,           5999
 689,          1025,             338,              0,      3294,           0,        994,          237016,                 0,            69509,         11426,               0,           4997
 690,          1026,             338,              0,      3303,           0,       2022,          237705,                 0,            69526,         11445,               0,           6000
 691,          1027,             338,              0,      3304,           0,       1997,          238395,                 0,            69517,         11475,               0,           6000
 692,          1028,             338,              0,      3308,           0,        996,          239086,                 0,            69413,         11488,               0,           6047
 693,          1030,             339,           1007,      3312,           0,       2000,          239778,                 0,            69998,         11504,               0,           5999
 694,          1031,             339,              0,      3317,           0,       2001,          240471,                 0,            69998,         11523,               0,           4992
 695,          1035,             342,              0,      3328,           0,       2000,          241165,                 0,            69999,         11543,               0,           6000
 696,          1036,             342,           1001,      3343,           0,       2000,          241860,                 0,            70529,         11555,               0,           4998
 697,          1037,             342,              0,      3346,           0,       1991,          242556,                 0,            71001,         11574,               0,           5998
 698,          1038,             342,           1002,      3347,           0,       1997,          243253,                 0,            71000,         11604,               0,           5999
 699,          1040,             343,              0,      3344,           0,       1999,          243951,                 0,            71000,         11624,               0,           6000
 700,          1043,             345,              0,      3383,           0,        997,          244650,                 0,            71583,         11641,               0,           5851
 701,          1044,             345,           1001,      3382,           0,        999,          245350,                 0,            72046,         11661,               0,           5987
 702,          1049,             349,              0,      3386,           0,        984,          246051,                 0,            71829,         11681,               0,           6001
 703,          1050,             349,              0,      3385,           0,       2009,          246753,                 0,            73391,         11699,               0,           6030
 704,          1051,             349,              0,      3393,           0,        999,          247456,                 0,            72973,         11715,               0,           6000
 705,          1052,             349,              0,      3395,           0,        999,          248160,                 0,            72592,         11739,               0,           5014
 706,          1055,             351,              0,      3403,           0,       3003,          248865,                 0,            72995,         11752,               0,           6000
 707,          1056,             351,              0,      3418,           0,       1998,          249571,                 0,            73000,         11780,               0,           8001
 708,          1058,             352,              0,      3408,           0,        999,          250278,                 0,            74008,         11794,               0,           5997
 709,          1059,             352,            998,      3411,           0,       1999,          250986,                 0,            73042,         11819,               0,           7002
 710,          1060,             352,            997,      3428,           0,        997,          251695,                 0,            73009,         11836,               0,           6013
 711,          1061,             352,           1004,      3424,           0,       1000,          252405,                 0,            71980,         11860,               0,           6002
 712,          1062,             352,              0,      3433,           0,       1000,          253116,                 0,            74593,         11873,               0,           6016
 713,          1063,             352,           1017,      3443,           0,       2000,          253828,                 0,            77609,         11895,               0,           6350
 714,          1065,             353,              0,      3446,           0,       1569,          254541,                 0,            73961,         11916,               0,           6017
 715,          1068,             355,              0,      3435,           0,       1999,          255255,                 0,            75111,         11939,               0,           6037
 716,          1069,             355,              0,      3468,           0,       2000,          255970,                 0,            74968,         11955,               0,           5999
 717,          1070,             355,              0,      3468,           0,       1004,          256686,                 0,            74999,         11975,               0,           5999
 718,          1071,             355,           1001,      3478,           0,       2001,          257403,                 0,            74997,         11995,               0,           5999
 719,          1072,             355,              0,      3480,           0,        995,          258121,                 0,            75022,         12018,               0,           7204
 720,          1073,             355,              0,      3478,           0,       1009,          258840,                 0,            75711,         12033,               0,           6518
 721,          1074,             355,           1013,      3486,           0,        999,          259560,                 0,            75000,         12058,               0,           6999
 722,          1075,             355,           1003,      3501,           0,        983,          260281,                 0,            75982,         12064,               0,           6018
 723,          1077,             356,            999,      3493,           0,       2000,          261003,                 0,            76974,         12086,               0,           5999
 724,          1078,             356,           1001,      3509,           0,       1998,          261726,                 0,            76041,         12108,               0,           6000
 725,          1079,             356,            998,      3526,           0,       2017,          262450,                 0,            76609,         12128,               0,           6000
 726,          1080,             356,           1001,      3515,           0,       1979,          263175,                 0,            77045,         12150,               0,           5999
 727,          1081,             356,           1001,      3517,           0,       1998,          263901,                 0,            77510,         12169,               0,           7003
 728,          1082,             356,           1000,      3536,           0,       2008,          264628,                 0,            77013,         12190,               0,           6000
 729,          1083,             356,              0,      3538,           0,       1999,          265356,                 0,            77000,         12207,               0,           5999
