    n, merge_cmp, merge_swaps, merge_time, heap_sort_cmp, heap_sort_swaps, heap_sort_time
 5886,     66345,           0,      26031,        129675,               0,          67450
 5887,     66401,           0,      27013,        129707,               0,          65553
 5888,     66405,           0,      28021,        129751,               0,          65563
 5889,     66413,           0,      26986,        129807,               0,          64999
 5890,     66360,           0,      26986,        129752,               0,          65855
 5891,     66365,           0,      26555,        129809,               0,          65013
 5892,     66436,           0,      27002,        129803,               0,          63861
 5893,     66445,           0,      28026,        129834,               0,          65013
 5894,     66477,           0,      27019,        129824,               0,          65150
 5895,     66485,           0,      26988,        129954,               0,          64594
 5896,     66494,           0,      27012,        129832,               0,          66634
 5897,     66502,           0,      26994,        129951,               0,          65998
 5898,     66547,           0,      27999,        129897,               0,          66864
 5899,     66567,           0,      27999,        129984,               0,          66416
 5900,     66566,           0,      28001,        130019,               0,          64998
 5901,     66590,           0,      28006,        130091,               0,          65513
 5902,     66587,           0,      28007,        130023,               0,          66349
 5903,     66564,           0,      25855,        130076,               0,          64999
 5904,     66598,           0,      26986,        130077,               0,          65518
 5905,     66622,           0,      26582,        130095,               0,          66000
 5906,     66642,           0,      26999,        130181,               0,          65030
 5907,     66586,           0,      26999,        130192,               0,          66015
 5908,     66625,           0,      26999,        130269,               0,          65551
 5909,     66675,           0,      27030,        130161,               0,          65032
 5910,     66692,           0,      27595,        130241,               0,          66815
 5911,     66675,           0,      26999,        130323,               0,          66607
 5912,     66678,           0,      26993,        130300,               0,          68012
 5913,     66660,           0,      27054,        130315,               0,          65576
 5914,     66724,           0,      27013,        130289,               0,          66018
 5915,     66741,           0,      29620,        130408,               0,          68668
 5916,     66749,           0,      26536,        130386,               0,          65977
 5917,     66821,           0,      27597,        130467,               0,          65999
 5918,     66830,           0,      27000,        130480,               0,          65583
 5919,     66830,           0,      26999,        130493,               0,          65606
 5920,     66811,           0,      26987,        130489,               0,          65013
 5921,     66824,           0,      27013,        130512,               0,          64569
 5922,     66827,           0,      27020,        130530,               0,          65973
 5923,     66772,           0,      28222,        130608,               0,          68515
 5924,     66815,           0,      27998,        130648,               0,          66998
 5925,     66827,           0,      29521,        130615,               0,          65538
 5926,     66876,           0,      28003,        130695,               0,          66305
 5927,     66862,           0,      26999,        130754,               0,          65550
 5928,     66898,           0,      26986,        130699,               0,          66036
 5929,     66904,           0,      27537,        130763,               0,          66566
 5930,     66981,           0,      26999,        130751,               0,          66996
 5931,     66957,           0,      27999,        130764,               0,          72896
 5932,     66953,           0,      31337,        130790,               0,          67000
 5933,     67005,           0,      26995,        130894,               0,          67150
 5934,     66985,           0,      26995,        130918,               0,          65999
 5935,     67016,           0,      27000,        130921,               0,          65625
 5936,     67022,           0,      28017,        130915,               0,          65577
 5937,     67030,           0,      26998,        130892,               0,          67610
 5938,     67057,           0,      29322,        130994,               0,          81986
 5939,     67030,           0,      28026,        131071,               0,          65610
 5940,     67088,           0,      26999,        131010,               0,          67270
 5941,     67077,           0,      27004,        131029,               0,          67484
 5942,     67167,           0,      27999,        131056,               0,          65998
 5943,     67164,           0,      27997,        131093,               0,          67625
 5944,     67152,           0,      30784,        131123,               0,          69999
 5945,     67167,           0,      30869,        131077,               0,          69512
 5946,     67164,           0,      26994,        131207,               0,          66872
 5947,     67122,           0,      27052,        131171,               0,          65595
 5948,     67176,           0,      26995,        131201,               0,          66041
 5949,     67204,           0,      27573,        131231,               0,          67863
 5950,     67162,           0,      26995,        131282,               0,          66999
 5951,     67204,           0,      28000,        131319,               0,          66018
 5952,     67157,           0,      27555,        131352,               0,          66999
 5953,     67175,           0,      26998,        131360,               0,          65508
 5954,     67170,           0,      26996,        131365,               0,          65999
 5955,     67189,           0,      27001,        131357,               0,          68272
 5956,     67266,           0,      27995,        131442,               0,          65580
 5957,     67260,           0,      28004,        131439,               0,          65898
 5958,     67279,           0,      27004,        131417,               0,          71637
 5959,     67268,           0,      26595,        131488,               0,          65601
 5960,     67294,           0,      27000,        131499,               0,          69004
 5961,     67305,           0,      26999,        131498,               0,          71032
 5962,     67315,           0,      27575,        131543,               0,          66005
 5963,     67339,           0,      26995,        131548,               0,          65615
 5964,     67349,           0,      26978,        131638,               0,          67013
 5965,     67383,           0,      26999,        131659,               0,          67738
 5966,     67403,           0,      27000,        131604,               0,          71990
 5967,     67401,           0,      28991,        131697,               0,          73601
 5968,     67383,           0,      28993,        131743,               0,          66974
 5969,     67415,           0,      27521,        131740,               0,          66513
 5970,     67422,           0,      28000,        131771,               0,          69028
 5971,     67427,           0,      27999,        131672,               0,          69001
 5972,     67446,           0,      27593,        131811,               0,          67981
 5973,     67441,           0,      29017,        131823,               0,          65610
 5974,     67467,           0,      27995,        131810,               0,          65994
 5975,     67459,           0,      27170,        131879,               0,          65643
 5976,     67489,           0,      26973,        131862,               0,          68125
 5977,     67513,           0,      27999,        131888,               0,          66515
 5978,     67600,           0,      26998,        131950,               0,          66998
 5979,     67563,           0,      29996,        131977,               0,          68015
 5980,     67519,           0,      27001,        131969,               0,          65999
 5981,     67570,           0,      27999,        132063,               0,          66002
 5982,     67592,           0,      28031,        132067,               0,          67563
 5983,     67610,           0,      26999,        132006,               0,          69014
 5984,     67658,           0,      27569,        132093,               0,          69017
 5985,     67672,           0,      29000,        132070,               0,          67516
 5986,     67675,           0,      28509,        132144,               0,          66022
 5987,     67679,           0,      27986,        132180,               0,          65595
 5988,     67662,           0,      27112,        132254,               0,          66001
 5989,     67651,           0,      28999,        132200,               0,          67462
 5990,     67713,           0,      27995,        132274,               0,          67998
 5991,     67720,           0,      27001,        132196,               0,          67343
 5992,     67740,           0,      27054,        132257,               0,          67574
 5993,     67769,           0,      26999,        132243,               0,          66979
 5994,     67732,           0,      27508,        132316,               0,          65998
 5995,     67738,           0,      27998,        132381,               0,          66515
 5996,     67798,           0,      27518,        132403,               0,          66517
 5997,     67832,           0,      27998,        132388,               0,          66004
 5998,     67802,           0,      28007,        132454,               0,          67997
 5999,     67817,           0,      27998,        132441,               0,          67520
 6000,     67796,           0,      27522,        132548,               0,          67000
 6001,     67788,           0,      27999,        132493,               0,          66025
 6002,     67844,           0,      26990,        132570,               0,          66592
 6003,     67857,           0,      26999,        132620,               0,          67985
 6004,     67887,           0,      27565,        132572,               0,          66002
 6005,     67896,           0,      26995,        132658,               0,          66566
 6006,     67903,           0,      27027,        132633,               0,          66383
 6007,     67911,           0,      26999,        132671,               0,          66000
 6008,     67919,           0,      27580,        132618,               0,          65999
 6009,     67926,           0,      27001,        132628,               0,          66567
 6010,     67958,           0,      27984,        132812,               0,          66570
 6011,     67969,           0,      27552,        132726,               0,          65998
 6012,     68000,           0,      29072,        132846,               0,          66729
 6013,     68016,           0,      27012,        132806,               0,          68976
 6014,     68018,           0,      27998,        132881,               0,          67521
 6015,     67979,           0,      27984,        132845,               0,          67042
 6016,     68028,           0,      27587,        132930,               0,          66583
 6017,     68051,           0,      27263,        132917,               0,          68975
 6018,     68103,           0,      28006,        132955,               0,          67998
 6019,     68091,           0,      27999,        132942,               0,          69509
 6020,     68124,           0,      27992,        132958,               0,          70537
 6021,     68119,           0,      29999,        133035,               0,          65999
 6022,     68102,           0,      29005,        133074,               0,          66510
 6023,     68095,           0,      27003,        133057,               0,          66996
 6024,     68135,           0,      28083,        133122,               0,          66505
 6025,     68125,           0,      26999,        133075,               0,          67003
 6026,     68152,           0,      27505,        133176,               0,          67516
 6027,     68133,           0,      27000,        133199,               0,          71610
 6028,     68159,           0,      30694,        133258,               0,          69023
 6029,     68211,           0,      26981,        133296,               0,          66551
 6030,     68200,           0,      26999,        133286,               0,          67587
 6031,     68207,           0,      26996,        133239,               0,          69002
 6032,     68264,           0,      28973,        133243,               0,          75366
 6033,     68274,           0,      32018,        133249,               0,          68974
 6034,     68248,           0,      28039,        133297,               0,          67577
 6035,     68250,           0,      28000,        133375,               0,          65612
 6036,     68294,           0,      28054,        133466,               0,          66573
 6037,     68297,           0,      27536,        133417,               0,          67004
 6038,     68334,           0,      27610,        133456,               0,          67000
 6039,     68325,           0,      28881,        133458,               0,          75092
 6040,     68351,           0,      32013,        133458,               0,          70998
 6041,     68351,           0,      28027,        133577,               0,          67000
 6042,     68347,           0,      27986,        133613,               0,          68599
 6043,     68339,           0,      27999,        133546,               0,          66981
 6044,     68337,           0,      27949,        133642,               0,          68000
 6045,     68353,           0,      26986,        133642,               0,          67564
 6046,     68382,           0,      27004,        133669,               0,          67551
 6047,     68430,           0,      26983,        133674,               0,          68199
 6048,     68400,           0,      27521,        133760,               0,          66999
 6049,     68404,           0,      26999,        133720,               0,          66587
 6050,     68421,           0,      27029,        133730,               0,          69636
 6051,     68441,           0,      27998,        133756,               0,          68995
 6052,     68493,           0,      27999,        133783,               0,          69516
 6053,     68483,           0,      27990,        133865,               0,          69013
 6054,     68503,           0,      27569,        133813,               0,          67000
 6055,     68568,           0,      26981,        133901,               0,          66579
 6056,     68541,           0,      27030,        133890,               0,          66597
 6057,     68535,           0,      27576,        133920,               0,          67031
 6058,     68507,           0,      27558,        133943,               0,          66979
 6059,     68553,           0,      27000,        133962,               0,          66552
 6060,     68592,           0,      28031,        133981,               0,          66567
 6061,     68654,           0,      26999,        134012,               0,          67303
 6062,     68567,           0,      27990,        134010,               0,          67596
 6063,     68557,           0,      29000,        134133,               0,          67999
 6064,     68648,           0,      28019,        133964,               0,          69535
 6065,     68660,           0,      27998,        134153,               0,          67517
 6066,     68655,           0,      26999,        134182,               0,          67505
 6067,     68678,           0,      27996,        134187,               0,          67999
 6068,     68644,           0,      27510,        134237,               0,          67998
 6069,     68650,           0,      28998,        134309,               0,          68510
 6070,     68658,           0,      28004,        134225,               0,          68507
 6071,     68705,           0,      27993,        134312,               0,          67998
 6072,     68704,           0,      28001,        134316,               0,          68512
 6073,     68713,           0,      27000,        134307,               0,          67998
 6074,     68757,           0,      27129,        134382,               0,          67558
 6075,     68784,           0,      27995,        134403,               0,          68489
 6076,     68846,           0,      28004,        134405,               0,          68516
 6077,     68832,           0,      27574,        134397,               0,          68889
 6078,     68800,           0,      28487,        134405,               0,          66997
 6079,     68851,           0,      26998,        134489,               0,          68520
 6080,     68859,           0,      27004,        134468,               0,          70979
 6081,     68880,           0,      27000,        134502,               0,          66999
 6082,     68829,           0,      27982,        134572,               0,          69815
 6083,     68843,           0,      27140,        134608,               0,          66985
 6084,     68874,           0,      33603,        134631,               0,          72011
 6085,     68885,           0,      28015,        134605,               0,          66570
 6086,     68967,           0,      28594,        134643,               0,          70996
 6087,     68961,           0,      27992,        134642,               0,          69617
 6088,     68962,           0,      27566,        134655,               0,          70599
 6089,     68980,           0,      26981,        134677,               0,          70702
 6090,     68973,           0,      27569,        134750,               0,          67999
 6091,     69020,           0,      27999,        134796,               0,          67974
 6092,     68980,           0,      29047,        134791,               0,          67580
 6093,     68990,           0,      26854,        134792,               0,          68026
 6094,     69026,           0,      31585,        134894,               0,          69159
 6095,     69027,           0,      27930,        134891,               0,          68531
 6096,     68994,           0,      28514,        134860,               0,          68519
 6097,     69010,           0,      27999,        134919,               0,          69509
 6098,     69082,           0,      27998,        134895,               0,          67998
 6099,     69081,           0,      28002,        134992,               0,          68796
 6100,     69066,           0,      27513,        134975,               0,          68999
 6101,     69103,           0,      27993,        134933,               0,          68780
 6102,     69132,           0,      29522,        135023,               0,          68453
 6103,     69137,           0,      27016,        135033,               0,          68032
 6104,     69105,           0,      28015,        135068,               0,          67021
 6105,     69141,           0,      27016,        135129,               0,          67600
 6106,     69078,           0,      27577,        135101,               0,          67999
 6107,     69092,           0,      28995,        135059,               0,          67573
 6108,     69228,           0,      28017,        135178,               0,          67999
 6109,     69221,           0,      27034,        135136,               0,          68566
 6110,     69179,           0,      27582,        135218,               0,          68233
 6111,     69238,           0,      27998,        135224,               0,          69359
 6112,     69221,           0,      27040,        135227,               0,          68033
 6113,     69240,           0,      29003,        135336,               0,          66998
 6114,     69253,           0,      28016,        135338,               0,          67000
 6115,     69264,           0,      27996,        135329,               0,          69077
 6116,     69332,           0,      27589,        135308,               0,          67616
 6117,     69355,           0,      27017,        135327,               0,          67601
 6118,     69363,           0,      27017,        135428,               0,          67974
 6119,     69319,           0,      27053,        135401,               0,          67611
 6120,     69294,           0,      27580,        135424,               0,          68299
 6121,     69301,           0,      28011,        135503,               0,          68102
 6122,     69383,           0,      28048,        135435,               0,          67991
 6123,     69398,           0,      27999,        135527,               0,          67778
 6124,     69418,           0,      27013,        135639,               0,          67979
 6125,     69402,           0,      29012,        135525,               0,          68611
 6126,     69446,           0,      27547,        135617,               0,          66998
 6127,     69439,           0,      29991,        135612,               0,          67563
 6128,     69441,           0,      27976,        135669,               0,          67999
 6129,     69461,           0,      28037,        135620,               0,          69598
 6130,     69480,           0,      28004,        135693,               0,          71003
 6131,     69431,           0,      28025,        135739,               0,          67999
 6132,     69451,           0,      28572,        135724,               0,          74643
 6133,     69443,           0,      30316,        135803,               0,          67509
 6134,     69505,           0,      29010,        135813,               0,          70030
 6135,     69516,           0,      28014,        135844,               0,          68031
 6136,     69523,           0,      28999,        135885,               0,          68527
 6137,     69529,           0,      27998,        135862,               0,          68521
 6138,     69589,           0,      28999,        135932,               0,          70803
 6139,     69589,           0,      30545,        135911,               0,          71589
 6140,     69554,           0,      27997,        135943,               0,          73973
 6141,     69603,           0,      27999,        136017,               0,          69526
 6142,     69619,           0,      27998,        136003,               0,          69997
 6143,     69585,           0,      26992,        136087,               0,          68562
 6144,     69618,           0,      28016,        136039,               0,          73980
 6145,     69634,           0,      28576,        136026,               0,          71548
 6146,     69664,           0,      28003,        136031,               0,          68998
 6147,     69647,           0,      28512,        136105,               0,          70999
 6148,     69681,           0,      30007,        136142,               0,          68604
 6149,     69711,           0,      28041,        136081,               0,          70573
 6150,     69721,           0,      30000,        136156,               0,          75008
 6151,     69734,           0,      28980,        136243,               0,          79109
 6152,     69780,           0,      28999,        136292,               0,          70969
 6153,     69775,           0,      28555,        136263,               0,          68995
 6154,     69758,           0,      28004,        136360,               0,          68082
 6155,     69745,           0,      28550,        136371,               0,          69548
 6156,     69802,           0,      28004,        136320,               0,          70501
 6157,     69842,           0,      31998,        136394,               0,          68998
 6158,     69803,           0,      28999,        136387,               0,          68509
 6159,     69795,           0,      29004,        136488,               0,          68998
 6160,     69808,           0,      28999,        136433,               0,          69072
 6161,     69817,           0,      28541,        136582,               0,          69000
 6162,     69857,           0,      27994,        136464,               0,          68520
 6163,     69878,           0,      29990,        136525,               0,          68995
 6164,     69899,           0,      28003,        136587,               0,          69027
 6165,     69898,           0,      28001,        136606,               0,          69019
 6166,     69860,           0,      27999,        136571,               0,          69497
 6167,     69882,           0,      27992,        136583,               0,          67998
 6168,     69971,           0,      28510,        136686,               0,          69312
 6169,     69994,           0,      27999,        136698,               0,          69002
 6170,     69983,           0,      28025,        136775,               0,          69024
 6171,     69985,           0,      28928,        136823,               0,          67999
 6172,     70030,           0,      28012,        136754,               0,          67595
 6173,     70012,           0,      29016,        136771,               0,          67995
 6174,     70017,           0,      27547,        136792,               0,          70147
 6175,     70038,           0,      30042,        136784,               0,          69887
 6176,     70078,           0,      28999,        136867,               0,          69505
 6177,     70090,           0,      27999,        136844,               0,          69001
 6178,     70049,           0,      27508,        136882,               0,          69510
 6179,     70084,           0,      27995,        136932,               0,          69998
 6180,     70051,           0,      27999,        136978,               0,          70525
 6181,     70070,           0,      27683,        137012,               0,          72999
 6182,     70118,           0,      28989,        136992,               0,          72577
 6183,     70124,           0,      29023,        137031,               0,          68011
 6184,     70160,           0,      28563,        136966,               0,          69599
 6185,     70185,           0,      29003,        137119,               0,          69000
 6186,     70173,           0,      28396,        137098,               0,          69999
 6187,     70188,           0,      27997,        137182,               0,          71537
 6188,     70230,           0,      27287,        137173,               0,          71579
 6189,     70250,           0,      30994,        137193,               0,          71000
 6190,     70260,           0,      28999,        137175,               0,          69561
 6191,     70270,           0,      28017,        137242,               0,          69972
 6192,     70248,           0,      28517,        137320,               0,          70997
 6193,     70242,           0,      30101,        137223,               0,          72598
 6194,     70333,           0,      27588,        137290,               0,          68595
 6195,     70328,           0,      29009,        137332,               0,          68585
 6196,     70250,           0,      28000,        137392,               0,          67996
 6197,     70306,           0,      28041,        137276,               0,          69619
 6198,     70336,           0,      27579,        137337,               0,          70052
 6199,     70353,           0,      28995,        137441,               0,          69000
 6200,     70407,           0,      28552,        137463,               0,          68981
 6201,     70428,           0,      28004,        137488,               0,          70628
 6202,     70366,           0,      28000,        137492,               0,          68999
 6203,     70444,           0,      28999,        137556,               0,          71310
 6204,     70489,           0,      28015,        137551,               0,          68972
 6205,     70417,           0,      30995,        137563,               0,          68621
 6206,     70469,           0,      27983,        137618,               0,          68001
 6207,     70518,           0,      28586,        137594,               0,          69641
 6208,     70453,           0,      28999,        137672,               0,          68410
 6209,     70457,           0,      28004,        137647,               0,          72019
 6210,     70481,           0,      28559,        137659,               0,          69982
 6211,     70543,           0,      28000,        137652,               0,          70255
 6212,     70461,           0,      29002,        137663,               0,          69017
 6213,     70518,           0,      28850,        137798,               0,          70592
 6214,     70613,           0,      28030,        137800,               0,          69861
 6215,     70561,           0,      29051,        137823,               0,          69545
 6216,     70599,           0,      28000,        137820,               0,          68577
 6217,     70599,           0,      31963,        137882,               0,          69596
 6218,     70615,           0,      31995,        137908,               0,          74000
 6219,     70669,           0,      28999,        137888,               0,          71479
 6220,     70587,           0,      28024,        137993,               0,          69027
 6221,     70585,           0,      28050,        137996,               0,          68765
 6222,     70627,           0,      28004,        138015,               0,          73534
 6223,     70697,           0,      29007,        138052,               0,          70194
 6224,     70669,           0,      29024,        138080,               0,          70036
 6225,     70718,           0,      29552,        138026,               0,          70000
 6226,     70732,           0,      27998,        138129,               0,          68512
 6227,     70697,           0,      28515,        138143,               0,          69996
 6228,     70749,           0,      29000,        138184,               0,          69861
 6229,     70775,           0,      29003,        138182,               0,          69506
 6230,     70752,           0,      27997,        138181,               0,          69000
 6231,     70751,           0,      28506,        138232,               0,          69998
 6232,     70834,           0,      28001,        138237,               0,          70529
 6233,     70829,           0,      28538,        138237,               0,          69609
 6234,     70814,           0,      32978,        138255,               0,          76082
 6235,     70812,           0,      29000,        138324,               0,          69999
 6236,     70755,           0,      28615,        138348,               0,          69620
 6237,     70767,           0,      27999,        138399,               0,          75985
 6238,     70824,           0,      32988,        138398,               0,          73799
 6239,     70897,           0,      29038,        138490,               0,          70000
 6240,     70937,           0,      31986,        138479,               0,          70621
 6241,     70956,           0,      29986,        138473,               0,          69030
 6242,     70921,           0,      29199,        138423,               0,          69555
 6243,     70954,           0,      29004,        138502,               0,          69017
 6244,     70936,           0,      28626,        138593,               0,          74980
 6245,     70944,           0,      30999,        138631,               0,          75069
 6246,     70944,           0,      29054,        138590,               0,          69025
 6247,     70986,           0,      27995,        138568,               0,          69531
 6248,     70988,           0,      29336,        138645,               0,          71578
 6249,     71013,           0,      27999,        138736,               0,          72032
 6250,     70985,           0,      28583,        138773,               0,          71981
 6251,     71029,           0,      28017,        138704,               0,          70118
 6252,     71057,           0,      29515,        138738,               0,          69601
 6253,     71076,           0,      28995,        138790,               0,          68615
 6254,     71041,           0,      29000,        138766,               0,          71001
 6255,     71047,           0,      33602,        138844,               0,          71045
 6256,     71027,           0,      28603,        138895,               0,          70017
 6257,     71074,           0,      28000,        138839,               0,          70360
 6258,     71107,           0,      29509,        138843,               0,          69998
 6259,     71133,           0,      27999,        138931,               0,          70510
 6260,     71176,           0,      29001,        138950,               0,          69678
 6261,     71166,           0,      30514,        138997,               0,          69613
 6262,     71174,           0,      31999,        138963,               0,          70995
 6263,     71200,           0,      28050,        139067,               0,          69563
 6264,     71213,           0,      28012,        139105,               0,          70697
 6265,     71224,           0,      29987,        139037,               0,          73559
 6266,     71281,           0,      28999,        139161,               0,          71000
 6267,     71278,           0,      28017,        139185,               0,          71577
 6268,     71220,           0,      28977,        139128,               0,          71006
 6269,     71264,           0,      29052,        139164,               0,          70049
 6270,     71221,           0,      28999,        139197,               0,          70562
 6271,     71246,           0,      29018,        139268,               0,          72082
 6272,     71246,           0,      29004,        139238,               0,          71982
 6273,     71262,           0,      30035,        139248,               0,          68999
 6274,     71301,           0,      29018,        139250,               0,          68549
 6275,     71310,           0,      29551,        139261,               0,          71982
 6276,     71345,           0,      29013,        139388,               0,          69003
 6277,     71323,           0,      29018,        139404,               0,          70033
 6278,     71306,           0,      29004,        139400,               0,          69611
 6279,     71380,           0,      31001,        139490,               0,          70004
 6280,     71376,           0,      29015,        139428,               0,          74580
 6281,     71388,           0,      30981,        139405,               0,          71000
 6282,     71356,           0,      29025,        139554,               0,          70613
 6283,     71387,           0,      29013,        139572,               0,          68997
 6284,     71422,           0,      28521,        139536,               0,          70568
 6285,     71434,           0,      29995,        139514,               0,          70000
 6286,     71491,           0,      29000,        139602,               0,          73650
 6287,     71439,           0,      29992,        139605,               0,          71014
 6288,     71513,           0,      29996,        139605,               0,          69549
 6289,     71537,           0,      31410,        139683,               0,          70018
 6290,     71543,           0,      29982,        139758,               0,          70643
 6291,     71520,           0,      30033,        139682,               0,          70986
 6292,     71565,           0,      32463,        139692,               0,          75001
 6293,     71607,           0,      30975,        139726,               0,          71517
 6294,     71529,           0,      29522,        139789,               0,          69999
 6295,     71551,           0,      30020,        139793,               0,          70975
 6296,     71672,           0,      29516,        139864,               0,          71998
 6297,     71694,           0,      30565,        139816,               0,          72560
 6298,     71683,           0,      29000,        139873,               0,          74018
 6299,     71731,           0,      29031,        139930,               0,          71136
 6300,     71731,           0,      29000,        139949,               0,          72003
 6301,     71704,           0,      28981,        139936,               0,          70523
 6302,     71712,           0,      28999,        139958,               0,          73001
 6303,     71696,           0,      29512,        139960,               0,          72520
 6304,     71661,           0,      29522,        140022,               0,          70997
 6305,     71674,           0,      29003,        140077,               0,          72280
 6306,     71762,           0,      29000,        140015,               0,          70973
 6307,     71769,           0,      30342,        140050,               0,          69578
 6308,     71708,           0,      29000,        140157,               0,          69581
 6309,     71728,           0,      28999,        140129,               0,          70020
 6310,     71737,           0,      27999,        140232,               0,          70037
 6311,     71799,           0,      28772,        140242,               0,          70003
 6312,     71819,           0,      29017,        140243,               0,          71547
 6313,     71812,           0,      30523,        140303,               0,          70027
 6314,     71823,           0,      29999,        140309,               0,          71982
 6315,     71895,           0,      31329,        140234,               0,          75023
 6316,     71888,           0,      28986,        140297,               0,          70597
 6317,     71874,           0,      29012,        140411,               0,          70000
 6318,     71889,           0,      28983,        140361,               0,          71180
 6319,     71910,           0,      28999,        140351,               0,          69999
 6320,     71867,           0,      30968,        140501,               0,          69610
 6321,     71902,           0,      30023,        140527,               0,          72055
 6322,     71957,           0,      30477,        140546,               0,          76681
 6323,     71960,           0,      29012,        140489,               0,          71677
 6324,     71880,           0,      28998,        140537,               0,          72509
 6325,     71918,           0,      30012,        140500,               0,          70848
 6326,     71977,           0,      29047,        140620,               0,          70554
 6327,     71983,           0,      29986,        140603,               0,          71588
 6328,     72039,           0,      30002,        140668,               0,          71551
 6329,     72048,           0,      28992,        140647,               0,          71005
 6330,     72017,           0,      29510,        140684,               0,          70993
 6331,     72023,           0,      28999,        140747,               0,          70518
 6332,     72095,           0,      28527,        140723,               0,          70997
 6333,     72107,           0,      28999,        140887,               0,          73003
 6334,     72079,           0,      29018,        140832,               0,          78838
 6335,     72116,           0,      29015,        140811,               0,          71614
 6336,     72019,           0,      28995,        140838,               0,          70000
 6337,     72037,           0,      29000,        140944,               0,          71187
 6338,     72078,           0,      29000,        140966,               0,          69956
 6339,     72088,           0,      29013,        140883,               0,          70586
 6340,     72234,           0,      29206,        140956,               0,          71042
 6341,     72236,           0,      28560,        141015,               0,          70595
 6342,     72189,           0,      28997,        141010,               0,          71000
 6343,     72200,           0,      32949,        141043,               0,          73603
 6344,     72238,           0,      28999,        141097,               0,          73000
 6345,     72249,           0,      29043,        141052,               0,          71573
 6346,     72180,           0,      28987,        141142,               0,          72595
 6347,     72158,           0,      29000,        141143,               0,          73171
 6348,     72293,           0,      30389,        141202,               0,          73035
 6349,     72277,           0,      29548,        141230,               0,          73995
 6350,     72306,           0,      29010,        141259,               0,          71595
 6351,     72341,           0,      28593,        141266,               0,          73573
 6352,     72316,           0,      28998,        141235,               0,          70998
 6353,     72328,           0,      30375,        141244,               0,          72026
 6354,     72338,           0,      28995,        141256,               0,          70628
 6355,     72340,           0,      35012,        141365,               0,          74000
 6356,     72407,           0,      29016,        141355,               0,          72152
 6357,     72437,           0,      29995,        141419,               0,          72979
 6358,     72439,           0,      29001,        141377,               0,          72508
 6359,     72449,           0,      28999,        141379,               0,          74379
 6360,     72414,           0,      28994,        141404,               0,          76518
 6361,     72444,           0,      28998,        141491,               0,          71022
 6362,     72452,           0,      28999,        141487,               0,          71573
 6363,     72457,           0,      30979,        141533,               0,          71012
 6364,     72542,           0,      29591,        141618,               0,          73986
 6365,     72514,           0,      28987,        141610,               0,          76595
 6366,     72525,           0,      28567,        141601,               0,          71480
 6367,     72517,           0,      29000,        141635,               0,          72601
 6368,     72550,           0,      29995,        141645,               0,          70000
 6369,     72576,           0,      30036,        141694,               0,          70608
 6370,     72528,           0,      28999,        141740,               0,          71000
 6371,     72551,           0,      28012,        141734,               0,          71031
 6372,     72551,           0,      29045,        141775,               0,          71017
 6373,     72588,           0,      29017,        141876,               0,          70631
 6374,     72593,           0,      29000,        141848,               0,          69999
 6375,     72596,           0,      28621,        141859,               0,          72602
 6376,     72616,           0,      29998,        141911,               0,          71998
 6377,     72635,           0,      30004,        141945,               0,          70414
 6378,     72699,           0,      28996,        141944,               0,          71515
 6379,     72654,           0,      29996,        141970,               0,          71369
 6380,     72655,           0,      28999,        141964,               0,          71997
