   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time, bubble_sort_cmp, bubble_sort_swaps, bubble_sort_time, heap_sort_cmp, heap_sort_swaps, heap_sort_time
 498,         60039,           59548,          40026,      3832,           0,       1985,          123753,                 0,            51012,          7384,               0,           3000
 499,         60278,           59786,          40879,      3841,           0,       1000,          124251,                 0,            52010,          7405,               0,           2982
 500,         60441,           59948,          39634,      3855,           0,       1981,          124750,                 0,            51000,          7419,               0,           4010
 501,         60642,           60148,          39682,      3863,           0,       1929,          125250,                 0,            51999,          7464,               0,           4261
 502,         61134,           60639,          40586,      3858,           0,        982,          125751,                 0,            54020,          7470,               0,           4000
 503,         61179,           60683,          40524,      3868,           0,        995,          126253,                 0,            50573,          7499,               0,           2991
 504,         61482,           60985,          41008,      3903,           0,       1999,          126756,                 0,            51999,          7503,               0,           4000
 505,         61583,           61085,          40999,      3906,           0,       1000,          127260,                 0,            51975,          7532,               0,           2993
 506,         61942,           61443,          41000,      3910,           0,        998,          127765,                 0,            52999,          7540,               0,           3999
 507,         62295,           61795,          45003,      3905,           0,        999,          128271,                 0,            53008,          7540,               0,           3552
 508,         62685,           62184,          41042,      3924,           0,       1999,          128778,                 0,            52551,          7565,               0,           2992
 509,         63023,           62521,          40999,      3928,           0,       2005,          129286,                 0,            53106,          7607,               0,           3888
 510,         63265,           62762,          42567,      3939,           0,       2000,          129795,                 0,            52992,          7609,               0,           3013
 511,         63291,           62787,          41586,      3935,           0,        989,          130305,                 0,            54033,          7613,               0,           4000
 512,         63644,           63139,          41131,      3957,           0,        991,          130816,                 0,            53435,          7660,               0,           3999
 513,         64116,           63610,          42025,      3967,           0,       2007,          131328,                 0,            54563,          7676,               0,           4000
 514,         64133,           63626,          41837,      3979,           0,       1999,          131841,                 0,            54000,          7691,               0,           3999
 515,         64411,           63903,          41999,      3997,           0,       1001,          132355,                 0,            54013,          7712,               0,           3986
 516,         64865,           64356,          43013,      3991,           0,       1999,          132870,                 0,            53991,          7728,               0,           4006
 517,         65286,           64776,          42986,      4008,           0,       2003,          133386,                 0,            54606,          7740,               0,           3999
 518,         65525,           65014,          43001,      4018,           0,        999,          133903,                 0,            62867,          7763,               0,           3014
 519,         65633,           65121,          42999,      4024,           0,       1000,          134421,                 0,            55037,          7771,               0,           3999
 520,         66017,           65504,          43578,      4015,           0,       2012,          134940,                 0,            55620,          7791,               0,           3981
 521,         66514,           66000,          44000,      4028,           0,       2013,          135460,                 0,            56262,          7795,               0,           3988
 522,         66648,           66133,          44185,      4042,           0,       2003,          135981,                 0,            56614,          7833,               0,           3998
 523,         67065,           66549,          44999,      4058,           0,       2000,          136503,                 0,            56999,          7837,               0,           3981
 524,         67150,           66633,          44988,      4070,           0,       1008,          137026,                 0,            58020,          7868,               0,           3999
 525,         67218,           66700,          44000,      4086,           0,       2000,          137550,                 0,            55982,          7878,               0,           2972
 526,         67512,           66993,          44018,      4087,           0,       2000,          138075,                 0,            57527,          7906,               0,           3987
 527,         67993,           67473,          45553,      4100,           0,       1000,          138601,                 0,            57000,          7903,               0,           3983
 528,         68223,           67702,          46016,      4103,           0,        982,          139128,                 0,            58017,          7945,               0,           3000
 529,         68454,           67932,          44629,      4116,           0,        999,          139656,                 0,            57255,          7969,               0,           4003
 530,         68637,           68114,          46576,      4132,           0,       1998,          140185,                 0,            58622,          7982,               0,           3999
 531,         69139,           68615,          45363,      4132,           0,        792,          140715,                 0,            58568,          7989,               0,           4018
 532,         69502,           68977,          45573,      4135,           0,       2000,          141246,                 0,            59990,          8013,               0,           4009
 533,         69919,           69393,          45989,      4146,           0,        996,          141778,                 0,            58018,          8030,               0,           3000
 534,         70080,           69553,          46000,      4160,           0,       1999,          142311,                 0,            57999,          8048,               0,           3999
 535,         70591,           70063,          47999,      4176,           0,       2000,          142845,                 0,            61031,          8065,               0,           4000
 536,         70701,           70172,          46556,      4162,           0,       2000,          143380,                 0,            59000,          8075,               0,           3981
 537,         70708,           70178,          47006,      4173,           0,       1995,          143916,                 0,            59017,          8110,               0,           3999
 538,         70864,           70333,          46616,      4179,           0,       1999,          144453,                 0,            60037,          8134,               0,           3999
 539,         71311,           70779,          47379,      4204,           0,       2000,          144991,                 0,            59564,          8152,               0,           4000
 540,         71551,           71018,          46193,      4225,           0,        982,          145530,                 0,            60038,          8167,               0,           3013
 541,         71690,           71156,          47556,      4236,           0,       2017,          146070,                 0,            60000,          8167,               0,           3994
 542,         72072,           71537,          46993,      4244,           0,       1993,          146611,                 0,            61018,          8208,               0,           3989
 543,         72551,           72015,          47024,      4244,           0,       1990,          147153,                 0,            61991,          8232,               0,           4079
 544,         72660,           72123,          47938,      4273,           0,       2058,          147696,                 0,            61514,          8241,               0,           4001
 545,         73016,           72478,          49024,      4283,           0,        999,          148240,                 0,            61600,          8254,               0,           3992
 546,         73377,           72838,          49992,      4272,           0,       1997,          148785,                 0,            62516,          8287,               0,           3999
 547,         73392,           72852,          49000,      4293,           0,       1000,          149331,                 0,            61518,          8297,               0,           3999
 548,         73399,           72858,          49161,      4299,           0,       1991,          149878,                 0,            61748,          8318,               0,           5003
 549,         73823,           73281,          48024,      4307,           0,       2016,          150426,                 0,            62607,          8322,               0,           4008
 550,         74018,           73475,          47994,      4323,           0,       1986,          150975,                 0,            63000,          8330,               0,           4017
 551,         74291,           73747,          50000,      4328,           0,       2000,          151525,                 0,            61995,          8359,               0,           3993
 552,         74371,           73826,          48988,      4334,           0,       2017,          152076,                 0,            63000,          8375,               0,           3999
 553,         74564,           74018,          48592,      4342,           0,       1999,          152628,                 0,            64000,          8393,               0,           3999
 554,         74914,           74367,          50000,      4348,           0,       1999,          153181,                 0,            62999,          8421,               0,           3000
 555,         75396,           74848,          49016,      4363,           0,       2004,          153735,                 0,            64013,          8422,               0,           4032
 556,         75576,           75027,          49552,      4378,           0,       2018,          154290,                 0,            64575,          8466,               0,           3999
 557,         76119,           75569,          50245,      4380,           0,        999,          154846,                 0,            64037,          8467,               0,           4038
 558,         76129,           75578,          49982,      4371,           0,       2013,          155403,                 0,            64004,          8480,               0,           3999
 559,         76681,           76129,          49993,      4401,           0,       1988,          155961,                 0,            65019,          8493,               0,           3997
 560,         76863,           76310,          50999,      4389,           0,        999,          156520,                 0,            65000,          8513,               0,           3999
 561,         77067,           76513,          50602,      4403,           0,       2004,          157080,                 0,            64774,          8545,               0,           3985
 562,         77201,           76646,          50935,      4407,           0,       1973,          157641,                 0,            65987,          8546,               0,           3992
 563,         77480,           76924,          50998,      4430,           0,       1000,          158203,                 0,            65513,          8547,               0,           3999
 564,         77896,           77339,          51519,      4431,           0,       2002,          158766,                 0,            66340,          8604,               0,           4516
 565,         78429,           77871,          51027,      4444,           0,       2000,          159330,                 0,            67256,          8603,               0,           3999
 566,         78465,           77906,          52595,      4462,           0,       2017,          159895,                 0,            66982,          8613,               0,           4017
 567,         78692,           78132,          52000,      4470,           0,       2000,          160461,                 0,            66969,          8634,               0,           4002
 568,         78735,           78174,          51994,      4483,           0,       2000,          161028,                 0,            66998,          8641,               0,           5004
 569,         79248,           78686,          51995,      4491,           0,       2000,          161596,                 0,            67509,          8705,               0,           3995
 570,         79483,           78920,          53001,      4485,           0,       2000,          162165,                 0,            73663,          8725,               0,           5013
 571,         79918,           79354,          57991,      4506,           0,       2539,          162735,                 0,           156372,          8709,               0,           7996
 572,         80441,           79876,         137494,      4529,           0,       3155,                ,                  ,                 ,          8732,               0,           8285
 573,              ,                ,               ,      4534,           0,       4009,                ,                  ,                 ,          8770,               0,           6013
 574,              ,                ,               ,      4556,           0,       1610,                ,                  ,                 ,          8779,               0,           8000
 575,              ,                ,               ,      4554,           0,       5999,                ,                  ,                 ,          8773,               0,           6003
 576,              ,                ,               ,      4553,           0,       3004,                ,                  ,                 ,          8811,               0,          13641
 577,              ,                ,               ,      4564,           0,       2012,                ,                  ,                 ,          8859,               0,           8882
 578,              ,                ,               ,      4572,           0,       3057,                ,                  ,                 ,          8845,               0,           7948
 579,              ,                ,               ,      4579,           0,       2985,                ,                  ,                 ,          8886,               0,          10986
 580,              ,                ,               ,      4595,           0,       4455,                ,                  ,                 ,          8890,               0,           5544
 581,              ,                ,               ,      4602,           0,       6987,                ,                  ,                 ,          8898,               0,           8000
 582,              ,                ,               ,      4621,           0,       1708,                ,                  ,                 ,          8908,               0,           9984
 583,              ,                ,               ,      4616,           0,       2002,                ,                  ,                 ,          8930,               0,           5001
 584,              ,                ,               ,      4647,           0,       2987,                ,                  ,                 ,          8947,               0,           4988
 585,              ,                ,               ,      4651,           0,       2009,                ,                  ,                 ,          8967,               0,           6017
 586,              ,                ,               ,      4656,           0,       1988,                ,                  ,                 ,          8997,               0,           3996
 587,              ,                ,               ,      4669,           0,       2001,                ,                  ,                 ,          9014,               0,           5972
 588,              ,                ,               ,      4674,           0,       2000,                ,                  ,                 ,          9036,               0,           4999
 589,              ,                ,               ,      4692,           0,       2000,                ,                  ,                 ,          9071,               0,           4999
 590,              ,                ,               ,      4710,           0,       2004,                ,                  ,                 ,          9074,               0,           3994
 591,              ,                ,               ,      4723,           0,       1999,                ,                  ,                 ,          9110,               0,           4002
 592,              ,                ,               ,      4705,           0,       1997,                ,                  ,                 ,          9119,               0,           4999
 593,              ,                ,               ,      4712,           0,       2001,                ,                  ,                 ,          9115,               0,           4998
 594,              ,                ,               ,      4715,           0,       2001,                ,                  ,                 ,          9160,               0,           3998
 595,              ,                ,               ,      4733,           0,       1999,                ,                  ,                 ,          9155,               0,           3998
 596,              ,                ,               ,      4738,           0,       2000,                ,                  ,                 ,          9191,               0,           3999
 597,              ,                ,               ,      4752,           0,       1999,                ,                  ,                 ,          9199,               0,           4999
 598,              ,                ,               ,      4772,           0,       2000,                ,                  ,                 ,          9222,               0,           4999
 599,              ,                ,               ,      4771,           0,       2007,                ,                  ,                 ,          9250,               0,           4993
 600,              ,                ,               ,      4789,           0,       2000,                ,                  ,                 ,          9274,               0,           4999
 601,              ,                ,               ,      4797,           0,       2000,                ,                  ,                 ,          9282,               0,           5000
 602,              ,                ,               ,      4805,           0,       1998,                ,                  ,                 ,          9310,               0,           3999
 603,              ,                ,               ,      4810,           0,       1999,                ,                  ,                 ,          9297,               0,           5004
 604,              ,                ,               ,      4807,           0,       1995,                ,                  ,                 ,          9320,               0,           4999
 605,              ,                ,               ,      4809,           0,       2000,                ,                  ,                 ,          9380,               0,           5000
 606,              ,                ,               ,      4826,           0,       2001,                ,                  ,                 ,          9376,               0,           3997
 607,              ,                ,               ,      4850,           0,       2000,                ,                  ,                 ,          9402,               0,           3999
 608,              ,                ,               ,      4855,           0,       1999,                ,                  ,                 ,          9377,               0,           4999
 609,              ,                ,               ,      4866,           0,       2000,                ,                  ,                 ,          9420,               0,           4999
 610,              ,                ,               ,      4877,           0,       2001,                ,                  ,                 ,          9450,               0,           4999
 611,              ,                ,               ,      4875,           0,       2000,                ,                  ,                 ,          9455,               0,           3998
 612,              ,                ,               ,      4899,           0,       3000,                ,                  ,                 ,          9477,               0,           3998
 613,              ,                ,               ,      4916,           0,       2000,                ,                  ,                 ,          9500,               0,           4998
 614,              ,                ,               ,      4920,           0,       1999,                ,                  ,                 ,          9489,               0,           5000
 615,              ,                ,               ,      4932,           0,       2000,                ,                  ,                 ,          9524,               0,           4999
 616,              ,                ,               ,      4945,           0,       2000,                ,                  ,                 ,          9562,               0,           3997
 617,              ,                ,               ,      4947,           0,       1998,                ,                  ,                 ,          9596,               0,           4999
 618,              ,                ,               ,      4960,           0,       2000,                ,                  ,                 ,          9569,               0,           4999
 619,              ,                ,               ,      4982,           0,       2001,                ,                  ,                 ,          9612,               0,           4998
 620,              ,                ,               ,      4969,           0,       2001,                ,                  ,                 ,          9641,               0,           3999
 621,              ,                ,               ,      4976,           0,       1997,                ,                  ,                 ,          9639,               0,           4999
 622,              ,                ,               ,      4980,           0,       2001,                ,                  ,                 ,          9644,               0,           4998
 623,              ,                ,               ,      5001,           0,       2007,                ,                  ,                 ,          9665,               0,           3998
 624,              ,                ,               ,      5024,           0,       1998,                ,                  ,                 ,          9680,               0,           5000
 625,              ,                ,               ,      5034,           0,       1505,                ,                  ,                 ,          9725,               0,           3998
 626,              ,                ,               ,      5043,           0,       2001,                ,                  ,                 ,          9731,               0,           4999
 627,              ,                ,               ,      5044,           0,       1999,                ,                  ,                 ,          9748,               0,           5999
 628,              ,                ,               ,      5043,           0,       2000,                ,                  ,                 ,          9778,               0,           4999
 629,              ,                ,               ,      5055,           0,       2002,                ,                  ,                 ,          9799,               0,           3997
 630,              ,                ,               ,      5075,           0,       1999,                ,                  ,                 ,          9796,               0,           4999
 631,              ,                ,               ,      5091,           0,       2000,                ,                  ,                 ,          9822,               0,           4999
 632,              ,                ,               ,      5089,           0,       2999,                ,                  ,                 ,          9844,               0,           4999
 633,              ,                ,               ,      5096,           0,       1999,                ,                  ,                 ,          9853,               0,           5001
 634,              ,                ,               ,      5108,           0,       2999,                ,                  ,                 ,          9875,               0,           4999
 635,              ,                ,               ,      5110,           0,       2000,                ,                  ,                 ,          9891,               0,           5001
 636,              ,                ,               ,      5121,           0,       2999,                ,                  ,                 ,          9923,               0,           5008
 637,              ,                ,               ,      5143,           0,       1998,                ,                  ,                 ,          9932,               0,           5000
 638,              ,                ,               ,      5141,           0,        994,                ,                  ,                 ,          9957,               0,           4007
 639,              ,                ,               ,      5177,           0,       1999,                ,                  ,                 ,          9958,               0,           4998
 640,              ,                ,               ,      5171,           0,       3001,                ,                  ,                 ,          9973,               0,           4998
 641,              ,                ,               ,      5179,           0,       2999,                ,                  ,                 ,         10008,               0,           4999
 642,              ,                ,               ,      5199,           0,       2004,                ,                  ,                 ,         10021,               0,           4995
 643,              ,                ,               ,      5222,           0,       2001,                ,                  ,                 ,         10054,               0,           4999
 644,              ,                ,               ,      5203,           0,       3000,                ,                  ,                 ,         10082,               0,           5000
 645,              ,                ,               ,      5210,           0,       2000,                ,                  ,                 ,         10088,               0,           4997
 646,              ,                ,               ,      5235,           0,       2001,                ,                  ,                 ,         10108,               0,           4998
 647,              ,                ,               ,      5230,           0,       3000,                ,                  ,                 ,         10133,               0,           4999
 648,              ,                ,               ,      5255,           0,       2000,                ,                  ,                 ,         10152,               0,           4988
 649,              ,                ,               ,      5262,           0,       1999,                ,                  ,                 ,         10162,               0,           4999
 650,              ,                ,               ,      5287,           0,       1999,                ,                  ,                 ,         10174,               0,           5000
 651,              ,                ,               ,      5281,           0,       1999,                ,                  ,                 ,         10202,               0,           4998
 652,              ,                ,               ,      5291,           0,       2000,                ,                  ,                 ,         10227,               0,           6000
 653,              ,                ,               ,      5300,           0,       2001,                ,                  ,                 ,         10256,               0,           4999
 654,              ,                ,               ,      5290,           0,       2000,                ,                  ,                 ,         10251,               0,           4998
 655,              ,                ,               ,      5317,           0,       3009,                ,                  ,                 ,         10262,               0,           4997
 656,              ,                ,               ,      5335,           0,       2001,                ,                  ,                 ,         10295,               0,           4998
 657,              ,                ,               ,      5347,           0,       2513,                ,                  ,                 ,         10305,               0,           4999
 658,              ,                ,               ,      5361,           0,       2000,                ,                  ,                 ,         10339,               0,           4997
 659,              ,                ,               ,      5364,           0,       2000,                ,                  ,                 ,         10370,               0,           6001
 660,              ,                ,               ,      5337,           0,       1998,                ,                  ,                 ,         10347,               0,           4999
 661,              ,                ,               ,      5345,           0,       1999,                ,                  ,                 ,         10389,               0,           5001
 662,              ,                ,               ,      5377,           0,       1998,                ,                  ,                 ,         10393,               0,           4999
 663,              ,                ,               ,      5394,           0,       3000,                ,                  ,                 ,         10417,               0,           5000
 664,              ,                ,               ,      5384,           0,       2999,                ,                  ,                 ,         10442,               0,           4999
 665,              ,                ,               ,      5391,           0,       2000,                ,                  ,                 ,         10459,               0,           4998
 666,              ,                ,               ,      5393,           0,       2005,                ,                  ,                 ,         10479,               0,           4999
 667,              ,                ,               ,      5414,           0,       1999,                ,                  ,                 ,         10501,               0,           4994
 668,              ,                ,               ,      5452,           0,       2006,                ,                  ,                 ,         10511,               0,           4999
 669,              ,                ,               ,      5455,           0,       3000,                ,                  ,                 ,         10492,               0,           4999
 670,              ,                ,               ,      5454,           0,       3001,                ,                  ,                 ,         10555,               0,           4999
 671,              ,                ,               ,      5469,           0,       2999,                ,                  ,                 ,         10560,               0,           5506
 672,              ,                ,               ,      5491,           0,       2583,                ,                  ,                 ,         10594,               0,           5493
 673,              ,                ,               ,      5500,           0,       2006,                ,                  ,                 ,         10609,               0,           5998
 674,              ,                ,               ,      5503,           0,       2001,                ,                  ,                 ,         10616,               0,           4998
 675,              ,                ,               ,      5519,           0,       2000,                ,                  ,                 ,         10645,               0,           5000
 676,              ,                ,               ,      5519,           0,       2000,                ,                  ,                 ,         10644,               0,           4999
 677,              ,                ,               ,      5523,           0,       2005,                ,                  ,                 ,         10663,               0,           5000
 678,              ,                ,               ,      5541,           0,       2999,                ,                  ,                 ,         10695,               0,           5508
 679,              ,                ,               ,      5557,           0,       2005,                ,                  ,                 ,         10704,               0,           5999
 680,              ,                ,               ,      5549,           0,       1999,                ,                  ,                 ,         10752,               0,           5506
 681,              ,                ,               ,      5555,           0,       1997,                ,                  ,                 ,         10741,               0,           5000
 682,              ,                ,               ,      5571,           0,       1999,                ,                  ,                 ,         10749,               0,           4999
 683,              ,                ,               ,      5578,           0,       2000,                ,                  ,                 ,         10792,               0,           6004
 684,              ,                ,               ,      5587,           0,       1999,                ,                  ,                 ,         10810,               0,           5999
 685,              ,                ,               ,      5606,           0,       2000,                ,                  ,                 ,         10824,               0,           4510
 686,              ,                ,               ,      5633,           0,       1997,                ,                  ,                 ,         10811,               0,           4996
 687,              ,                ,               ,      5614,           0,       3511,                ,                  ,                 ,         10860,               0,           4999
 688,              ,                ,               ,      5625,           0,       1999,                ,                  ,                 ,         10883,               0,           5000
 689,              ,                ,               ,      5639,           0,       2000,                ,                  ,                 ,         10890,               0,           6000
 690,              ,                ,               ,      5658,           0,       1998,                ,                  ,                 ,         10893,               0,           4998
 691,              ,                ,               ,      5678,           0,       2000,                ,                  ,                 ,         10946,               0,           4999
 692,              ,                ,               ,      5682,           0,       2999,                ,                  ,                 ,         10954,               0,           5000
 693,              ,                ,               ,      5679,           0,       1999,                ,                  ,                 ,         10987,               0,           6000
 694,              ,                ,               ,      5688,           0,       2004,                ,                  ,                 ,         10969,               0,           4999
 695,              ,                ,               ,      5704,           0,       3000,                ,                  ,                 ,         10963,               0,           5511
 696,              ,                ,               ,      5706,           0,       1997,                ,                  ,                 ,         11004,               0,           4999
 697,              ,                ,               ,      5722,           0,       2035,                ,                  ,                 ,         11045,               0,           5000
 698,              ,                ,               ,      5726,           0,       3000,                ,                  ,                 ,         11044,               0,           4987
 699,              ,                ,               ,      5750,           0,       1987,                ,                  ,                 ,         11075,               0,           5012
 700,              ,                ,               ,      5753,           0,       2999,                ,                  ,                 ,         11098,               0,           4987
 701,              ,                ,               ,      5758,           0,       2011,                ,                  ,                 ,         11120,               0,           6000
 702,              ,                ,               ,      5775,           0,       2000,                ,                  ,                 ,         11115,               0,           5987
 703,              ,                ,               ,      5790,           0,       2012,                ,                  ,                 ,         11156,               0,           5000
 704,              ,                ,               ,      5804,           0,       3000,                ,                  ,                 ,         11162,               0,           5999
 705,              ,                ,               ,      5813,           0,       2000,                ,                  ,                 ,         11175,               0,           5999
 706,              ,                ,               ,      5821,           0,       2000,                ,                  ,                 ,         11200,               0,           5012
 707,              ,                ,               ,      5819,           0,       2000,                ,                  ,                 ,         11213,               0,           6000
 708,              ,                ,               ,      5838,           0,       2990,                ,                  ,                 ,         11257,               0,           6009
 709,              ,                ,               ,      5858,           0,       1999,                ,                  ,                 ,         11258,               0,           4987
 710,              ,                ,               ,      5848,           0,       1990,                ,                  ,                 ,         11293,               0,           6009
 711,              ,                ,               ,      5859,           0,       3000,                ,                  ,                 ,         11322,               0,           5999
 712,              ,                ,               ,      5862,           0,       1986,                ,                  ,                 ,         11348,               0,           4998
 713,              ,                ,               ,      5863,           0,       2000,                ,                  ,                 ,         11356,               0,           5999
 714,              ,                ,               ,      5886,           0,       2989,                ,                  ,                 ,         11370,               0,           6011
 715,              ,                ,               ,      5896,           0,       2999,                ,                  ,                 ,         11391,               0,           5001
 716,              ,                ,               ,      5903,           0,       1995,                ,                  ,                 ,         11412,               0,           4986
 717,              ,                ,               ,      5926,           0,       2015,                ,                  ,                 ,         11427,               0,           5990
 718,              ,                ,               ,      5928,           0,       2006,                ,                  ,                 ,         11425,               0,           6000
 719,              ,                ,               ,      5931,           0,       3000,                ,                  ,                 ,         11470,               0,           5987
 720,              ,                ,               ,      5938,           0,       2012,                ,                  ,                 ,         11491,               0,           5000
 721,              ,                ,               ,      5952,           0,       1999,                ,                  ,                 ,         11489,               0,           6000
 722,              ,                ,               ,      5945,           0,       2999,                ,                  ,                 ,         11511,               0,           5991
 723,              ,                ,               ,      5976,           0,       2004,                ,                  ,                 ,         11538,               0,           5254
 724,              ,                ,               ,      5973,           0,       2012,                ,                  ,                 ,         11563,               0,           6000
 725,              ,                ,               ,      5972,           0,       3000,                ,                  ,                 ,         11583,               0,           5999
 726,              ,                ,               ,      5996,           0,       2000,                ,                  ,                 ,         11594,               0,           4999
 727,              ,                ,               ,      5993,           0,       2000,                ,                  ,                 ,         11625,               0,           6000
 728,              ,                ,               ,      6035,           0,       3000,                ,                  ,                 ,         11628,               0,           5999
 729,              ,                ,               ,      6047,           0,       2000,                ,                  ,                 ,         11642,               0,           7000
 730,              ,                ,               ,      6049,           0,       1999,                ,                  ,                 ,         11655,               0,           6000
 731,              ,                ,               ,      6054,           0,       2999,                ,                  ,                 ,         11697,               0,           6001
 732,              ,                ,               ,      6076,           0,       2000,                ,                  ,                 ,         11726,               0,           6985
